,device_brand,os,screen_size,4g,5g,rear_camera_mp,front_camera_mp,internal_memory,ram,battery,weight,days_used,normalized_used_price,normalized_new_price,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020
60,15,0,25.43,1,0,8.0,5.0,32.0,3.0,7000.0,520.0,233,4.726768158,5.20136584,0,0,0,0,0,0,1
61,15,0,25.43,0,0,8.0,5.0,64.0,4.0,7000.0,580.0,419,5.214881408,5.775141434,0,0,0,0,0,1,0
62,15,0,15.47,1,0,8.0,5.0,16.0,2.0,4000.0,172.0,267,3.940610462,4.591071262,0,0,0,0,0,1,0
63,15,0,20.32,1,0,13.0,5.0,16.0,2.0,5100.0,305.0,461,4.779375562,5.066133071,0,0,0,0,0,1,0
64,15,0,20.32,1,0,5.0,2.0,16.0,2.0,5000.0,305.0,423,4.463721822,4.938064601,0,0,0,0,0,1,0
65,15,0,17.78,1,0,2.0,2.0,32.0,1.0,3590.0,236.0,528,3.896096855,4.606768907,0,0,0,0,0,1,0
66,15,0,16.23,1,0,8.0,16.0,64.0,6.0,4000.0,159.0,254,4.423648309,5.524974737,0,0,0,0,0,1,0
67,15,0,16.23,1,1,8.0,32.0,128.0,6.0,4000.0,185.0,370,5.342812606,5.992264227,0,0,0,0,0,1,0
68,15,0,15.32,1,0,8.0,16.0,64.0,4.0,4050.0,164.0,482,4.676839473,5.062468443,0,0,0,0,0,1,0
69,15,0,25.43,1,0,8.0,8.0,16.0,2.0,8400.0,655.0,691,5.056182109,5.191233144,0,0,1,0,0,0,0
70,13,0,16.59,1,0,5.0,16.0,64.0,4.0,4000.0,196.5,273,4.879082894,5.601491318,0,0,0,0,0,0,1
71,13,0,15.44,1,0,5.0,13.0,64.0,3.0,4000.0,219.0,349,4.350148896,5.299466706,0,0,0,0,0,0,1
72,13,1,5.28,1,0,2.0,13.0,8.0,1.0,1470.0,127.0,343,3.875566468,5.015689168,0,0,0,0,0,0,1
73,13,0,15.44,1,1,5.0,10.0,128.0,8.0,5000.0,218.0,352,4.734442522,6.768240306,0,0,0,0,0,0,1
74,13,0,15.44,1,1,5.0,10.0,128.0,8.0,5000.0,213.0,142,5.476463552,6.55079458,0,0,0,0,0,0,1
75,13,0,15.37,1,0,5.0,13.0,32.0,3.0,4000.0,196.5,92,4.636959508,5.481430277,0,0,0,0,0,0,1
76,13,0,14.5,1,0,8.0,8.0,32.0,3.0,3450.0,170.0,166,4.230767603,4.870683334,0,0,0,0,0,0,1
77,13,0,25.43,1,0,8.0,5.0,32.0,4.0,8200.0,498.0,329,4.709620287,5.82953368,0,0,0,0,0,1,0
78,13,0,15.34,1,1,8.0,32.0,256.0,8.0,4000.0,192.0,383,5.467680322,7.003174544,0,0,0,0,0,1,0
79,13,0,15.34,1,0,8.0,16.0,64.0,4.0,4000.0,198.0,443,4.696928611,5.766225051,0,0,0,0,0,1,0
80,13,0,13.84,1,0,8.0,5.0,16.0,2.0,3000.0,148.0,257,4.255328982,4.944353031,0,0,0,0,0,1,0
81,13,0,13.84,1,0,8.0,5.0,16.0,1.0,3000.0,152.0,380,4.08933202,4.606369467,0,0,0,0,0,1,0
82,13,0,15.27,1,0,8.0,13.0,32.0,2.0,3500.0,186.0,255,4.64352514,5.082211493,0,0,0,0,0,1,0
83,13,0,15.37,1,0,8.0,13.0,32.0,3.0,4000.0,194.0,512,4.550608398,5.304299438,0,0,0,0,0,1,0
84,13,0,15.8,1,0,8.0,16.0,64.0,4.0,4050.0,172.0,223,4.461877016,5.248023572,0,0,0,0,0,1,0
85,13,0,15.9,1,0,8.0,16.0,32.0,3.0,4000.0,175.0,200,4.582310892,4.864607093,0,0,0,0,0,1,0
86,13,0,15.72,1,0,8.0,8.0,32.0,3.0,4000.0,164.0,210,4.373994463,4.694645192,0,0,0,0,0,1,0
87,13,0,15.29,1,0,13.0,5.0,32.0,3.0,3500.0,179.0,216,4.517649588,5.300415165,0,0,0,0,0,1,0
88,13,0,15.29,1,0,16.0,5.0,64.0,4.0,3300.0,172.0,724,4.887940214,5.704049106,0,0,0,0,1,0,0
89,13,0,12.83,1,0,13.0,5.0,16.0,2.0,4500.0,171.0,628,4.358630057,5.191066176,0,0,0,0,1,0,0
90,13,0,7.62,0,0,2.0,1.3,4.0,0.5,1540.0,140.45,750,3.027715319,3.925925911,1,0,0,0,0,0,0
91,17,0,10.16,0,0,2.0,0.3,0.5,0.25,1500.0,146.5,1016,3.043569603,3.926714554,1,0,0,0,0,0,0
92,17,0,7.75,0,0,0.3,0.3,0.5,0.25,1500.0,89.0,956,2.386926241,3.664842876,1,0,0,0,0,0,0
93,17,0,10.03,0,0,2.0,0.3,0.2,0.25,2000.0,85.0,680,2.856470206,4.244630641,0,0,0,0,0,0,0
94,17,0,10.16,0,0,2.0,0.3,16.0,4.0,2000.0,89.0,733,3.108614431,4.094844437,0,0,0,0,0,0,0
95,17,0,7.75,0,0,0.3,0.3,16.0,4.0,2000.0,89.0,1029,2.989714201,3.884240624,0,0,0,0,0,0,0
96,20,0,16.56,1,0,0.3,8.0,64.0,3.0,4000.0,200.0,310,4.186011751,5.004885462,0,0,0,0,0,0,1
97,20,0,13.84,1,0,0.3,5.0,16.0,2.0,3000.0,180.0,193,3.616308761,4.100160948,0,0,0,0,0,0,1
98,20,0,13.84,1,0,0.3,5.0,16.0,2.0,3000.0,180.0,356,4.055430469,4.591983624,0,0,0,0,0,0,1
99,20,1,5.18,0,0,0.3,0.0,0.1,0.03,1020.0,90.5,272,2.910174385,3.399863159,0,0,0,0,0,0,1
100,20,0,17.3,1,1,0.3,24.0,64.0,6.0,4500.0,220.0,284,5.314043067,6.216845593,0,0,0,0,0,0,1
101,20,1,5.18,0,0,0.3,0.0,0.06,0.02,1200.0,88.2,266,3.370738174,3.699077279,0,0,0,0,0,0,1
102,22,0,15.34,1,1,8.0,32.0,128.0,8.0,4025.0,181.0,397,4.868380247,6.088023946,0,0,0,0,0,1,0
103,22,0,15.37,1,0,8.0,8.0,128.0,4.0,4230.0,180.0,411,4.57037168,5.01588814,0,0,0,0,0,1,0
104,22,0,15.34,1,0,8.0,25.0,128.0,6.0,3600.0,169.5,276,4.936199063,5.632572862,0,0,0,0,0,1,0
105,22,0,15.34,1,0,8.0,32.0,128.0,4.0,4035.0,186.0,205,4.94178527,5.800667172,0,0,0,0,0,1,0
106,22,0,16.59,1,0,8.0,16.0,128.0,6.0,4020.0,190.0,321,4.656718448,5.556287375,0,0,0,0,0,1,0
107,22,0,15.39,1,1,8.0,16.0,256.0,8.0,4065.0,215.0,392,5.295613715,6.780830585,0,0,0,0,0,1,0
108,22,0,15.27,1,0,8.0,5.0,32.0,2.0,4000.0,170.0,296,4.322011202,4.605670061,0,0,0,0,0,1,0
109,22,0,15.29,1,0,13.0,8.0,32.0,3.0,4230.0,168.0,664,4.457713717,5.437252881,0,0,0,0,1,0,0
110,22,0,10.29,1,0,8.0,5.0,8.0,1.0,2000.0,135.0,1076,4.02463715,5.009968405,0,1,0,0,0,0,0
111,23,0,16.43,1,1,8.0,20.0,128.0,6.0,4000.0,171.0,317,5.570212986,6.803360963,0,0,0,0,0,1,0
112,26,0,20.32,1,0,5.0,2.0,16.0,1.5,4200.0,313.0,909,4.32611744,5.348202169,0,1,0,0,0,0,0
113,23,0,15.34,1,0,2.0,8.0,256.0,8.0,3130.0,141.0,135,4.915665057,6.508292123,0,0,0,0,0,0,1
114,23,0,12.93,1,0,8.0,8.0,64.0,4.0,3090.0,173.0,523,4.180522258,5.34563025,0,0,0,0,0,1,0
115,23,0,16.59,1,1,2.0,16.0,128.0,6.0,4500.0,210.0,234,5.020849617,5.985371019,0,0,0,0,0,0,1
116,23,0,16.59,1,0,8.0,24.0,128.0,6.0,3820.0,192.0,414,5.036303041,5.802239214,0,0,0,0,0,1,0
117,23,0,17.78,1,0,2.0,16.0,64.0,4.0,6000.0,220.0,135,4.378896742,4.80557721,0,0,0,0,0,0,1
118,23,0,15.39,1,0,2.0,8.0,32.0,2.0,5000.0,206.5,153,4.084294226,4.791151704,0,0,0,0,0,0,1
119,23,0,15.39,1,0,2.0,16.0,128.0,6.0,4000.0,203.0,125,4.919469846,5.393172898,0,0,0,0,0,0,1
120,23,0,12.83,1,0,2.0,5.0,16.0,2.0,2700.0,153.0,123,3.629394807,4.246493239,0,0,0,0,0,0,1
121,23,0,12.7,1,0,2.0,5.0,32.0,4.0,4000.0,234.0,220,3.974809994,4.699388861,0,0,0,0,0,0,1
122,23,0,12.7,1,0,13.0,5.0,16.0,2.0,4000.0,234.0,173,4.29374172,4.382276603,0,0,0,0,0,0,1
123,23,0,15.42,1,0,12.0,16.0,128.0,8.0,5000.0,159.0,413,5.175471537,5.700042155,0,0,0,0,1,0,0
124,29,0,16.36,1,1,13.0,32.0,128.0,8.0,4350.0,196.5,279,5.288014474,6.04545545,0,0,0,0,0,1,0
125,29,0,16.21,1,0,13.0,16.0,128.0,8.0,4500.0,198.5,212,4.770599875,5.79331844,0,0,0,0,0,1,0
126,29,0,16.59,1,0,13.0,16.0,128.0,8.0,5000.0,193.0,188,5.064302435,5.435249221,0,0,0,0,0,1,0
127,29,0,16.21,1,0,13.0,32.0,128.0,8.0,4500.0,186.7,264,5.104732617,5.801816215,0,0,0,0,0,1,0
128,29,0,16.13,1,0,13.0,8.0,64.0,3.0,5000.0,191.5,230,4.417755682,4.886809035,0,0,0,0,0,1,0
129,29,0,16.21,1,0,13.0,16.0,64.0,6.0,4500.0,198.5,259,4.601664047,5.55971963,0,0,0,0,0,1,0
130,29,0,16.13,1,0,13.0,8.0,64.0,4.0,5000.0,190.0,349,4.59360355,4.941928096,0,0,0,0,0,1,0
131,29,0,16.13,1,0,13.0,16.0,128.0,4.0,5000.0,190.5,500,4.907346705,5.245812813,0,0,0,0,0,1,0
132,29,0,17.5,1,1,13.0,16.0,256.0,8.0,4500.0,218.5,288,4.94071342,6.594864794,0,0,0,0,0,1,0
133,29,0,17.5,1,0,13.0,16.0,128.0,8.0,4500.0,217.3,391,5.278471738,6.461014949,0,0,0,0,0,1,0
134,29,0,16.28,1,1,13.0,12.0,128.0,8.0,4500.0,217.0,204,4.911109575,6.215967174,0,0,0,0,0,1,0
135,29,0,16.28,1,0,13.0,12.0,128.0,8.0,4500.0,215.0,293,5.144350003,6.015376367,0,0,0,0,0,1,0
136,29,0,15.8,1,0,8.0,5.0,16.0,2.0,4030.0,163.5,456,3.966132331,4.485598051,0,0,0,0,0,1,0
137,29,0,16.21,1,0,13.0,32.0,128.0,6.0,4500.0,179.0,224,5.206859756,5.635896134,0,0,0,0,0,1,0
138,29,0,16.21,1,0,13.0,12.0,64.0,6.0,4500.0,198.5,451,4.735671994,5.523458921,0,0,0,0,0,1,0
139,29,0,16.59,1,0,13.0,16.0,64.0,4.0,5000.0,204.1,338,4.956108708,5.304746654,0,0,0,0,0,1,0
140,29,0,16.23,1,0,13.0,16.0,128.0,6.0,3700.0,185.0,455,4.755829062,5.736217396,0,0,0,0,0,1,0
141,29,0,15.9,1,0,13.0,16.0,64.0,4.0,3260.0,150.0,431,4.614625345,5.071291288,0,0,0,0,0,1,0
142,29,0,16.13,1,0,13.0,20.0,128.0,4.0,5000.0,190.5,334,4.761831996,5.440511132,0,0,0,0,0,1,0
143,29,0,16.59,1,0,13.0,16.0,128.0,6.0,3940.0,189.5,415,5.116315759,5.561604282,0,0,0,0,0,1,0
144,29,0,15.8,1,0,13.0,5.0,16.0,2.0,4030.0,163.5,266,4.382151627,4.607966273,0,0,0,0,0,1,0
145,29,0,10.29,0,0,5.0,2.0,4.0,0.5,1900.0,130.0,931,3.379292546,4.6998438,0,0,0,0,0,0,0
146,23,0,12.93,1,0,8.0,8.0,32.0,3.0,3400.0,145.0,407,4.421487704,5.199380619,0,0,0,0,0,1,0
147,23,0,14.4,1,0,13.0,8.0,16.0,2.0,2920.0,160.0,233,4.523526197,5.013098924,0,0,0,0,0,1,0
148,23,0,15.21,1,0,8.0,5.0,16.0,2.0,4000.0,185.0,423,4.131800899,4.405498991,0,0,0,0,0,1,0
149,23,0,15.32,1,0,8.0,16.0,128.0,6.0,4000.0,184.0,470,4.857950206,5.52589109,0,0,0,0,0,1,0
150,23,0,15.9,1,0,8.0,8.0,64.0,3.0,4000.0,178.0,280,4.33781348,5.196616812,0,0,0,0,0,1,0
151,31,0,20.12,1,1,12.0,20.0,512.0,12.0,4050.0,241.0,478,6.619433002,7.823341763,0,0,0,0,0,1,0
152,31,0,16.23,1,0,12.0,20.0,128.0,8.0,4000.0,196.0,382,5.360587692,6.211302641,0,0,0,0,0,1,0
153,31,0,16.23,1,0,12.0,16.0,128.0,8.0,4000.0,191.0,374,5.192289962,6.107267847,0,0,0,0,0,1,0
154,31,0,15.27,1,0,12.0,32.0,64.0,4.0,4030.0,173.8,396,4.792396362,5.129188404,0,0,0,0,0,1,0
155,31,0,16.23,1,0,12.0,32.0,64.0,6.0,4030.0,179.0,406,4.886280713,5.56819182,0,0,0,0,0,1,0
156,31,0,15.32,1,0,12.0,13.0,32.0,3.0,4000.0,186.0,338,4.687395126,4.939282497,0,0,0,0,0,1,0
157,32,0,15.24,1,0,14.5,8.0,32.0,3.0,4000.0,160.0,386,4.272211769,4.493232533,0,0,0,0,0,1,0
158,32,0,15.47,1,0,16.0,5.0,32.0,3.0,3200.0,165.0,325,4.408059812,4.485936098,0,0,0,0,0,1,0
159,32,0,15.32,1,0,14.5,16.0,64.0,3.0,3200.0,165.0,347,4.498697941,5.080658745,0,0,0,0,0,1,0
160,32,0,16.48,1,0,14.5,8.0,128.0,4.0,5000.0,190.0,343,4.57316339,4.872292344,0,0,0,0,0,1,0
161,32,0,16.89,1,0,48.0,16.0,128.0,8.0,5000.0,215.0,336,5.668051665,6.708779812,0,0,0,0,0,1,0
162,32,0,16.31,1,0,14.5,8.0,128.0,6.0,4000.0,186.0,330,5.243913978,6.312478634,0,0,0,0,0,1,0
163,32,0,13.84,1,0,13.0,8.0,16.0,2.0,2600.0,157.0,474,4.297421451,4.383650316,0,0,0,0,0,1,0
164,32,0,12.7,1,0,8.0,5.0,16.0,1.0,2000.0,144.0,349,3.803992261,4.120986493,0,0,0,0,0,1,0
165,32,0,12.7,0,0,8.0,5.0,16.0,1.0,2000.0,144.0,385,3.931433399,4.102643365,0,0,0,0,0,1,0
166,32,0,16.89,1,0,48.0,16.0,64.0,6.0,5000.0,215.0,506,5.263725922,6.217723241,0,0,0,0,0,1,0
167,32,0,16.43,1,0,14.5,20.0,128.0,6.0,4000.0,175.0,333,5.029718709,6.15296671,0,0,0,0,0,1,0
168,32,0,13.84,1,0,13.0,8.0,16.0,2.0,3200.0,135.0,595,4.450152464,5.002468705,0,0,0,0,1,0,0
169,32,0,15.27,1,0,16.0,5.0,32.0,2.0,3200.0,146.0,420,4.339249605,4.412192049,0,0,0,0,0,1,0
170,10,0,14.5,1,0,13.0,5.0,64.0,3.0,3020.0,146.0,138,4.466367783,4.695467824,0,0,0,0,0,0,1
171,10,0,17.3,1,1,13.0,16.0,128.0,8.0,4300.0,213.0,268,5.051905188,5.520660598,0,0,0,0,0,0,1
172,10,0,16.69,1,1,13.0,8.0,128.0,8.0,4200.0,213.0,195,5.018008048,5.884157694,0,0,0,0,0,0,1
173,10,0,25.5,1,1,13.0,8.0,64.0,6.0,7250.0,480.0,272,4.903346996,5.634075062,0,0,0,0,0,0,1
174,10,0,15.32,1,0,13.0,8.0,64.0,3.0,5000.0,185.0,346,4.477791257,4.943355241,0,0,0,0,0,0,1
175,10,0,16.23,1,0,13.0,8.0,64.0,4.0,4000.0,176.0,362,4.466597536,5.076423035,0,0,0,0,0,0,1
176,10,0,13.84,1,0,8.0,5.0,32.0,2.0,3020.0,144.0,355,3.961574784,4.507116246,0,0,0,0,0,0,1
177,10,0,15.77,1,0,13.0,8.0,64.0,4.0,3400.0,164.0,202,4.776093698,5.202852175,0,0,0,0,0,0,1
178,10,0,15.32,1,0,13.0,16.0,128.0,6.0,4000.0,165.0,310,4.803775113,5.297717186,0,0,0,0,0,0,1
179,10,0,16.23,1,0,13.0,8.0,128.0,6.0,4000.0,176.0,141,4.831747834,5.067456614,0,0,0,0,0,0,1
180,10,0,15.47,1,0,13.0,8.0,64.0,3.0,3020.0,150.0,228,4.476199805,4.689695141,0,0,0,0,0,0,1
181,10,0,15.32,1,0,13.0,8.0,64.0,4.0,5000.0,185.0,213,4.609859175,4.781892764,0,0,0,0,0,0,1
182,10,0,16.69,1,1,13.0,16.0,128.0,8.0,4100.0,206.0,504,5.17252736,6.211262508,0,0,0,0,0,1,0
183,10,0,15.32,1,0,13.0,16.0,64.0,4.0,4000.0,171.5,371,4.797194518,5.391352233,0,0,0,0,0,1,0
184,10,0,14.5,1,0,13.0,5.0,32.0,2.0,3020.0,146.0,201,4.220095768,4.49635928,0,0,0,0,0,1,0
185,10,0,16.23,1,0,13.0,8.0,64.0,4.0,4000.0,176.0,354,4.415944853,4.86753445,0,0,0,0,0,1,0
186,10,0,15.9,1,0,13.0,32.0,128.0,6.0,3750.0,172.0,311,5.180209278,5.515845179,0,0,0,0,0,1,0
187,10,0,16.74,1,0,13.0,16.0,64.0,4.0,4000.0,206.0,524,4.679349584,5.188167623,0,0,0,0,0,1,0
188,10,0,14.5,1,0,13.0,5.0,32.0,2.0,3020.0,146.0,388,4.055776969,4.793059547,0,0,0,0,0,1,0
189,10,0,25.43,1,0,5.0,2.0,32.0,3.0,5100.0,173.0,234,4.53999146,5.523937848,0,0,0,0,0,1,0
190,10,0,20.32,1,0,8.0,8.0,32.0,3.0,5100.0,173.0,251,4.294560609,5.296114943,0,0,0,0,0,1,0
191,23,0,20.32,0,0,8.0,0.3,16.0,1.0,5680.0,453.6,1048,4.899852698,5.488152294,0,0,0,0,0,0,0
192,9,0,15.29,1,0,13.0,16.0,32.0,3.0,3850.0,170.0,194,4.829033478,5.185652461,0,0,0,0,0,1,0
193,9,0,12.88,1,0,13.0,13.0,64.0,4.0,3075.0,150.0,385,4.860277413,5.392080896,0,0,0,0,0,1,0
194,9,0,15.29,1,0,13.0,8.0,32.0,3.0,3300.0,160.0,323,4.388008706,5.009100784,0,0,0,0,0,1,0
195,9,0,15.24,1,0,13.0,14.5,128.0,6.0,3930.0,180.0,489,4.633951987,6.033589692,0,0,0,0,0,1,0
196,9,0,15.29,1,0,13.0,16.0,64.0,4.0,3850.0,170.0,392,5.041552397,5.641694282,0,0,0,0,0,1,0
197,11,0,15.37,1,1,10.5,16.0,128.0,6.0,4000.0,192.0,204,4.865455368,5.522939824,0,0,0,0,0,0,1
198,11,0,15.37,1,1,10.5,16.0,64.0,6.0,4000.0,182.0,328,4.971686544,5.388889065,0,0,0,0,0,0,1
199,11,0,15.32,1,0,10.5,16.0,128.0,4.0,4000.0,163.0,134,5.058980915,5.568535325,0,0,0,0,0,0,1
200,11,0,15.32,1,0,10.5,16.0,128.0,4.0,4000.0,163.0,127,4.980931815,5.48309424,0,0,0,0,0,0,1
201,11,0,20.32,1,0,5.0,2.0,16.0,2.0,5100.0,310.0,240,4.218183299,4.609460967,0,0,0,0,0,0,1
202,11,0,15.37,1,1,10.5,16.0,128.0,8.0,4000.0,189.0,102,4.916690848,5.766412927,0,0,0,0,0,0,1
203,11,0,25.5,1,0,8.0,8.0,64.0,4.0,7250.0,450.0,305,5.097485547,5.521900821,0,0,0,0,0,0,1
204,11,0,16.71,1,1,10.5,16.0,256.0,8.0,4200.0,226.0,215,5.49380191,7.243134061,0,0,0,0,0,0,1
